id,type,title,director,cast,genres,overview,vote_average,vote_count
s4321,Movie,My Girl,Howard Zieff,"['Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Jane Hallaren, Anthony R. Jones']",['Dramas'],This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.,7.0,428
s4356,Movie,My Sister's Keeper,Nick Cassavetes,"['Cameron Diaz, Abigail Breslin, Alec Baldwin, Jason Patric, Sofia Vassilieva, Joan Cusack, Heather Wahlquist, Thomas Dekker, Evan Ellingson, David Thornton']",['Dramas'],A former defense attorney finds herself back in court when she and her husband are sued for medical emancipation by their 11-year-old daughter.,7.1,598
s4367,Movie,My Week with Marilyn,Simon Curtis,"['Michelle Williams, Kenneth Branagh, Eddie Redmayne, Dominic Cooper, Philip Jackson, Derek Jacobi, Toby Jones, Michael Kitchen, Julia Ormond, Simon Russell Beale, Dougray Scott, Zoë Wanamaker, Emma Watson, Judi Dench']","['Dramas, Romantic Movies']","While filming a movie in England, Hollywood icon Marilyn Monroe slips away with a young Brit for a week of self-discovery and frivolity.",6.6,406
s4373,Movie,Mystic Pizza,Donald Petrie,"[""Annabeth Gish, Julia Roberts, Lili Taylor, Vincent D'Onofrio, William R. Moses, Adam Storke, Conchata Ferrell, Joanna Merlin, Porscha Radcliffe, John Fiore""]","['Comedies, Dramas, Independent Movies']","In a small fishing town, three teenage girls from blue-collar families navigate life and love while working in a pizza parlor.",5.9,123
s4375,Movie,Mystic River,Clint Eastwood,"['Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark']","['Dramas, Thrillers']","Tragedy reunites childhood friends Sean, Dave and Jimmy when they're linked together in a murder investigation about Jimmy's teenage daughter.",7.6,1422
s4383,Movie,Nacho Libre,Jared Hess,"['Jack Black, Ana de la Reguera, Héctor Jiménez, Darius Rose, Moises Arias, Diego Eduardo Gomez, Carlos Maycotte, Richard Montoya, Cesar Gonzalez, Rafael Montalvo']","['Comedies, Sports Movies']","When Ignacio learns of an orphanage's financial woes, he pitches in to help – by disguising himself and joining the professional wrestling circuit.",5.6,359
s4397,Movie,Namastey London,Vipul Amrutlal Shah,"['Akshay Kumar, Katrina Kaif, Rishi Kapoor, Upen Patel, Javed Sheikh, Nina Wadia, Clive Standen, Tiffany Mulheron']","['Comedies, Dramas, International Movies']","To her Indian parents' dismay, London-born Jasmeet ""Jazz"" Malhotra longs for everything Western, including her British boyfriend. On a family trip to India, her father arranges Jazz's nuptials to Arjun Ballu Singh, who's smitten with his new bride.",6.6,29
s4423,Movie,National Lampoon's Loaded Weapon 1,Gene Quintano,"['Emilio Estevez, Samuel L. Jackson, Jon Lovitz, Tim Curry, Kathy Ireland, Frank McRae, William Shatner, Dhiru Shah, Gokul, Thomas Bruggemann']","['Action & Adventure, Comedies, Independent Movies']","In this parody of the Lethal Weapon franchise, criminals murder a detective and steal her prized evidence: microfilm with a recipe for cocaine cookies. Luckily, loose-cannon cop Jack Colt and his by-the-book partner, Wes Luger, are on the case.",5.7,157
s4425,Movie,National Treasure,Jon Turteltaub,"['Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean, Jon Voight, Harvey Keitel, Christopher Plummer']","['Action & Adventure, Children & Family Movies']","Modern treasure hunters search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin.",6.4,1926
s4454,Movie,New York Minute,Dennie Gordon,"['Mary-Kate Olsen, Ashley Olsen, Eugene Levy, Andy Richter, Riley Smith, Jared Padalecki, Drew Pinsky, Darrell Hammond, Andrea Martin, Alannah Ong, Mary Bond Davis, Bob Saget, Jack Osbourne']","['Children & Family Movies, Comedies']","When bickering teenage twins accidentally land in the middle of a criminal operation, they'll have to work together to get themselves out of trouble.",5.5,185
s4470,Movie,Nightcrawler,Dan Gilroy,"['Jake Gyllenhaal, Rene Russo, Riz Ahmed, Bill Paxton, Kevin Rahm, Michael Hyatt, Ann Cusack, Marco Rodriguez, Michael Papajohn, Kent Shocknek, James Huang']","['Dramas, Independent Movies, Thrillers']",A young hustler finds success trolling the streets of Los Angeles to film disasters and death. But the darkness he captures starts to take hold of him.,7.6,3395
s4478,Movie,Ninja Assassin,James McTeigue,"['Rain, Naomie Harris, Ben Miles, Rick Yune, Shô Kosugi, Sung Kang, Richard van Weyden, Thorston Manderlay, Wladimir Tarasjanz, Eleonore Weisgerber']",['Action & Adventure'],"When his best friend is murdered by the shadowy Ozunu clan, Raizo, an orphan raised to be an assassin, vows revenge.",6.2,371
s4495,Movie,No Reservations,Scott Hicks,"[""Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson, Jenny Wade, Bob Balaban, Brían F. O'Byrne, Lily Rabe""]","['Comedies, Romantic Movies']","Kate, an uptight chef, finds her life turned upside down when her sister dies in a car accident and she becomes her niece's sole guardian.",6.1,327
s4519,Movie,Nothing to Lose,Alexandre Avancini,"['Petrônio Gontijo, Day Mesquita, Beth Goulart, Dalton Vigh, Eduardo Galvão, André Gonçalves, Marcello Airoldi']","['Dramas, Faith & Spirituality, International Movies']",This biographical drama traces the rise to fame of controversial Brazilian evangelical leader and business titan Edir Macedo.,6.3,174
s4545,Movie,Nowhere Boy,Sam Taylor-Johnson,"['Aaron Taylor-Johnson, Anne-Marie Duff, Kristin Scott Thomas, David Threlfall, Thomas Brodie-Sangster, David Morrissey, Sam Bell, Ophelia Lovibond, Josh Bolt, Andrew Buchan']",['Dramas'],"Raised by his aunt since he was a young boy, charismatic John Lennon is suddenly reunited with his mother, Julia, which ignites a bitter battle.",7.2,244
s4560,Movie,Obvious Child,Gillian Robespierre,"['Jenny Slate, Jake Lacy, Gaby Hoffmann, Gabe Liedman, Polly Draper, Richard Kind, David Cross, Paul Briganti, Stephen Singer, Cindy Cheung, Jennifer Kim, Cyrus McQueen, Emily Tremaine, Ernest Mingione']","['Comedies, Dramas, Independent Movies']","After being fired from her job and dumped by her cheating boyfriend, a comedian has a one-night stand. Weeks later, she finds out she's pregnant.",6.7,187
s4564,Movie,Ocean's Eleven,Lewis Milestone,"['Frank Sinatra, Dean Martin, Sammy Davis Jr., Peter Lawford, Angie Dickinson, Richard Conte, Cesar Romero, Patrice Wymore, Joey Bishop']","['Action & Adventure, Classic Movies, Comedies']","Frank Sinatra leads an all-star cast as Danny Ocean, who decides to knock over a few casinos on the Las Vegas Strip with his buddies.",7.2,3783
s4565,Movie,Ocean's Thirteen,Steven Soderbergh,"['George Clooney, Brad Pitt, Matt Damon, Andy Garcia, Don Cheadle, Bernie Mac, Ellen Barkin, Al Pacino, Casey Affleck, Scott Caan']","['Action & Adventure, Comedies']",This entry in the all-star caper franchise finds debonair con man Danny Ocean and his gang taking revenge on a double-crossing Las Vegas kingpin.,6.5,1999
s4566,Movie,Ocean's Twelve,Steven Soderbergh,"['George Clooney, Brad Pitt, Matt Damon, Catherine Zeta-Jones, Andy Garcia, Don Cheadle, Bernie Mac, Julia Roberts, Casey Affleck, Scott Caan']","['Action & Adventure, Comedies']","Danny Ocean reunites with his old flame and the rest of his merry band of thieves in a caper covering three huge heists in Rome, Paris and Amsterdam.",6.4,2124
s4608,Movie,Olympus Has Fallen,Antoine Fuqua,"['Gerard Butler, Aaron Eckhart, Morgan Freeman, Finley Jacobsen, Dylan McDermott, Rick Yune, Angela Bassett, Melissa Leo, Radha Mitchell, Cole Hauser, Ashley Judd, Robert Forster']",['Action & Adventure'],A disgraced Secret Service agent must come to the rescue when Korean terrorists descend on the White House and take the president hostage.,6.2,2981
s4636,Movie,Once Upon a Time in the West,Sergio Leone,"['Henry Fonda, Charles Bronson, Claudia Cardinale, Jason Robards, Gabriele Ferzetti, Paolo Stoppa, Woody Strode, Jack Elam, Keenan Wynn, Frank Wolff, Lionel Stander']","['Action & Adventure, Classic Movies, International Movies']","In this epic spaghetti Western, a flinty gunslinger is hired by a railroad tycoon to kill anyone standing in the way of his trans-American iron horse.",8.1,1128
s4639,Movie,One Day,Banjong Pisanthanakun,"['Chantavit Dhanasevi, Nittha Jirayungyurn, Theerapat Sajakul, Prim Bulakul, Kris Srepoomseth, Somyos Matures, Sutthatip Wutichaipradit, Rermthon Kemapech, Kaz Sawamura']","['Dramas, International Movies, Romantic Movies']","When his colleague (and crush) temporarily loses her memory, an overlooked geek seizes the chance to make an impression before she remembers again.",7.0,978
s4643,Movie,One Direction: This Is Us,Morgan Spurlock,"['Harry Styles, Niall Horan, Zayn Malik, Louis Tomlinson, Liam Payne']","['Documentaries, Music & Musicals']",Award-winning documentarian Morgan Spurlock turns his camera on boy band phenomenon One Direction in this combination concert film and backstage pass.,8.0,201
s4661,Movie,Only God Forgives,Nicolas Winding Refn,"['Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown, Yayaying Rhatha Phongam, Tom Burke, Sahajak Boonthanakit, Pitchawat Petchayahon, Charlie Ruedpokanon, Kowit Wattanakul, Wannisa Peungpa, Narucha Chaimareung']","['Cult Movies, Independent Movies, Thrillers']","When a cop kills the brother of an expat American gangster who runs a Bangkok fight club, his crime-boss mother flies in to supervise revenge.",5.6,862
s4664,Movie,Open Season,"Roger Allers, Jill Culton","['Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing, Billy Connolly, Georgia Engel, Jon Favreau, Jane Krakowski, Gordon Tootoosis, Patrick Warburton']","['Children & Family Movies, Comedies']","After saving a deer from a hunter's clutches, a domesticated grizzly finds himself relocated to the wild – and unprepared for the real world.",6.1,656
s4668,Movie,Operation Chromite,John H. Lee,"['Jung-jae Lee, Beom-su Lee, Liam Neeson, Se-yeon Jin, Jun-ho Jeong, Cheol-min Park']","['Action & Adventure, Dramas, International Movies']","To pave the way for a major amphibious invasion, a team of South Korean spies goes behind enemy lines to steal a map of North Korean coastal defenses.",5.8,29
s4681,Movie,Ordinary People,Eduardo Roy Jr.,"['Ronwaldo Martin, Hasmine Killip, Maria Isabel Lopez, Raymond Lee, Erlinda Villalobos, Sue Prado']","['Dramas, Independent Movies, International Movies']","Barely making a living as pickpockets, a teenage couple in Manila resort to desperate measures when their one-month-old child is kidnapped.",7.4,145
s4695,Movie,Our Idiot Brother,Jesse Peretz,"['Paul Rudd, Elizabeth Banks, Zooey Deschanel, Emily Mortimer, Kathryn Hahn, Steve Coogan, Rashida Jones, Hugh Dancy, Shirley Knight, Adam Scott, T.J. Miller']","['Comedies, Dramas, Independent Movies']",A seemingly clueless idealist relies on his exasperated sisters for shelter and support after his girlfriend dumps him and his dog is taken away.,5.9,365
s4721,Movie,P.S. I Love You,Richard LaGravenese,"['Hilary Swank, Gerard Butler, Lisa Kudrow, Gina Gershon, James Marsters, Kathy Bates, Harry Connick Jr., Nellie McKay, Jeffrey Dean Morgan, Dean Winters']","['Dramas, Romantic Movies']","When she loses her beloved husband to a brain tumor, grieving widow Holly Kennedy learns that he left a series of letters behind to help her cope.",6.9,977
s4750,Movie,Pan's Labyrinth,Guillermo del Toro,"['Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones, Ariadna Gil, Álex Angulo, Manolo Solo, César Vea, Roger Casamajor, Sergi Lopez']","['Dramas, International Movies, Sci-Fi & Fantasy']",Young Ofelia meets a mythical faun who claims she is destined to become princess of the Underworld. But first she must carry out three perilous tasks.,7.6,3041
s4754,Movie,Panic Room,David Fincher,"['Jodie Foster, Forest Whitaker, Dwight Yoakam, Jared Leto, Kristen Stewart, Ann Magnuson, Ian Buchanan, Patrick Bauchau, Paul Schulze']",['Thrillers'],A woman and her daughter are caught in a game of cat-and-mouse with burglars in their New York City home and are forced to retreat inside a vault.,6.5,1267
s4768,Movie,Paranormal Activity,Oren Peli,"['Katie Featherston, Randy McDowell, Amber Armstrong, Mark Fredrichs, Micah Sloat, Ashley Palmer, James Piper']","['Horror Movies, Thrillers']","When Katie and Micah fear their home may be haunted by a demonic presence, Micah sets up a video camera to document all the action.",5.9,1316
s4771,Movie,ParaNorman,"Sam Fell, Chris Butler","['Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick, Casey Affleck, Christopher Mintz-Plasse, Leslie Mann, Jeff Garlin, Elaine Stritch, Bernard Hill, Jodelle Ferland, Tempestt Bledsoe, Alex Borstein, John Goodman']","['Children & Family Movies, Comedies']","When an army of zombies invades a small town, it's up to an odd local boy with a knack for communicating with the dead to save the day.",6.7,789
s4795,Movie,Patriot Games,Phillip Noyce,"['Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Richard Harris']",['Action & Adventure'],CIA desk jockey Jack Ryan plunges into the heart of international terrorism after spoiling an assassination attempt on a British royal family member.,6.3,433
s4800,Movie,Paul Blart: Mall Cop,Steve Carr,"[""Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez, Shirley Knight, Stephen Rannazzisi, Peter Gerety, Bobby Cannavale, Adam Ferrara, Jamal Mixon, Adhir Kalyan, Gary Valentine""]","['Action & Adventure, Comedies']",An overzealous security guard finds himself in over his head when he tries to thwart a criminal mastermind's plot to rob an entire shopping mall.,5.2,788
s4845,Movie,Philadelphia,Jonathan Demme,"['Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas, Ron Vawter, Robert Ridgely, Charles Napier, Lisa Summerour, Obba Babatundé']","['Classic Movies, Dramas, LGBTQ Movies']",Philadelphia attorney Andrew Beckett launches a wrongful termination suit against his law firm when they fire him because he's gay and HIV-positive.,7.6,988
s4862,Movie,Pineapple Express,David Gordon Green,"['Seth Rogen, James Franco, Danny McBride, Kevin Corrigan, Craig Robinson, Gary Cole, Rosie Perez, Ed Begley Jr., Nora Dunn, Amber Heard']","['Action & Adventure, Comedies']","After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them.",6.6,1148
s4875,Movie,Planet 51,Jorge Blanco,"['Dwayne Johnson, Jessica Biel, Justin Long, Gary Oldman, Seann William Scott, John Cleese, Freddie Benedict, Alan Marriott, Mathew Horne, James Corden']","['Children & Family Movies, Comedies, Sci-Fi & Fantasy']","After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.",5.6,556
s4880,Movie,Platoon,Oliver Stone,"['Tom Berenger, Willem Dafoe, Charlie Sheen, Forest Whitaker, Francesco Quinn, John C. McGinley, Richard Edson, Kevin Dillon, Reggie Johnson, Keith David']","['Action & Adventure, Classic Movies, Dramas']",A soldier grows disillusioned as he's caught between rival sergeants in this semi-autobiographical Vietnam War drama from writer-director Oliver Stone.,7.5,1205
s4882,Movie,Playing for Keeps,Gabriele Muccino,"['Gerard Butler, Jessica Biel, Catherine Zeta-Jones, Dennis Quaid, Uma Thurman, Judy Greer, Noah Lomax, James Tupper, Abella Wyss, Grant Goodman']","['Comedies, Romantic Movies, Sports Movies']","A washed-up, former soccer star attempts to rebuild his relationship with his son and ex-wife by coaching his son's soccer team.",5.4,240
s4895,Movie,Point Blank,Joe Lynch,"['Frank Grillo, Anthony Mackie, Marcia Gay Harden, Teyonah Parris, Boris McGiver, Christian Cooke, Markice Moore']",['Action & Adventure'],"To save his pregnant wife, an emergency room nurse unwillingly partners with an injured murder suspect in a race against time and renegade cops.",7.1,95
s4916,Movie,Poseidon,Wolfgang Petersen,"['Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez']","['Action & Adventure, Dramas']","A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.",5.5,583
s4990,Movie,Prom Night,Nelson McCormick,"['Brittany Snow, Scott Porter, Jessica Stroup, Dana Davis, Collins Pennie, Kelly Blatz, James Ransone, Brianne Davis, Kellan Lutz, Mary Mara, Ming-Na Wen, Johnathon Schaech, Idris Elba']",['Horror Movies'],"On prom night, a high school senior still struggling with her nightmare past tries to evade a killer bent on ending the party for her and her friends.",4.8,167
s4994,Movie,Psycho,Mysskin,"['Udhayanidhi Stalin, Aditi Rao Hydari, Nithya Menon, Ram, Rajkumar Pitchumani']","['Horror Movies, International Movies, Thrillers']","As a visually impaired man attempts to rescue his love interest from a serial killer, the dark story behind the murderer’s disturbing psyche emerges.",8.2,2320
s5003,Movie,Pulp Fiction,Quentin Tarantino,"['John Travolta, Samuel L. Jackson, Uma Thurman, Harvey Keitel, Tim Roth, Amanda Plummer, Maria de Medeiros, Ving Rhames, Eric Stoltz, Rosanna Arquette, Christopher Walken, Bruce Willis']","['Classic Movies, Cult Movies, Dramas']","This stylized crime caper weaves together stories featuring a burger-loving hit man, his philosophical partner and a washed-up boxer.",8.3,8428
s5013,Movie,Puss in Boots,Chris Miller,"['Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton, Amy Sedaris, Constance Marie, Guillermo del Toro, Mike Mitchell']","['Children & Family Movies, Comedies']",The fabled feline heads to the Land of Giants with friends Humpty Dumpty and Kitty Softpaws on a quest to nab its greatest treasure: the Golden Goose.,6.4,451
s5029,Movie,Quantum of Solace,Marc Forster,"['Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini, Gemma Arterton, Jeffrey Wright, David Harbour, Jesper Christensen, Anatole Taubman']",['Action & Adventure'],"Picking up an hour after the events of 2006's Casino Royale, this James Bond adventure finds 007 tracking a traitor who's infiltrated Britain's MI6.",6.1,2965
s5030,Movie,Quartet,Dustin Hoffman,"['Maggie Smith, Tom Courtenay, Billy Connolly, Pauline Collins, Michael Gambon, Andrew Sachs, Sheridan Smith, David Ryall, Trevor Peacock, Gwyneth Jones']","['Comedies, Dramas, Independent Movies']",A trio of retired opera singers' annual celebration of Verdi's birthday sours when their estranged fourth member shows up but refuses to sing.,6.3,139
s5043,Movie,Quigley Down Under,Simon Wincer,"['Tom Selleck, Laura San Giacomo, Alan Rickman, Chris Haywood, Ron Haddrick, Tony Bonner, Jerome Ehlers, Ben Mendelsohn, Conor McDermottroe, Roger Ward']",['Action & Adventure'],"After traveling to Australia for a job, a sharpshooting cowboy becomes a target himself when he refuses an immoral assignment from a corrupt landowner.",6.5,119
s5053,Movie,Race,"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla","['Saif Ali Khan, Akshaye Khanna, Katrina Kaif, Bipasha Basu, Anil Kapoor, Sameera Reddy']","['Action & Adventure, International Movies, Music & Musicals']",The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed.,7.1,478
s5055,Movie,Race to Witch Mountain,Andy Fickman,"['Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig, Carla Gugino, Ciarán Hinds, Tom Everett Scott, Chris Marquette, Billy Brown, Christine Lakin, Tom Woodruff Jr., John Kassir, Garry Marshall, John Duff, Ted Hartley, Dave Engfer, Bob Clendenin, Shengyi Huang, Robert Torti, Kim Richards, Brandon Miller, Paul Darnell, Omar Dorsey, Dennis Hayden, Suzanne Krull, Steve Rosenbaum, Andrew Shaifer, Bryan Fogel, Bob Koherr, Sam Wolfson, Beth Kennedy, Corri English, Jonathan Slavin, Kevin Christy, Meredith Salenger']",['Children & Family Movies'],A sister and brother with special powers are on the run from a mysterious organization that wants to take advantage of the siblings' gifts.,5.5,509
s5056,Movie,Rachel Getting Married,Jonathan Demme,"['Anne Hathaway, Rosemarie DeWitt, Debra Winger, Bill Irwin, Tunde Adebimpe, Mather Zickel, Anna Deavere Smith, Anisa George, Robyn Hitchcock, Sister Carol East, Sebastian Stan']","['Dramas, Independent Movies']",Longstanding family conflicts resurface when a former model who's been in and out of rehab for a decade returns home for her sister's wedding.,6.1,163
s5064,Movie,Raging Bull,Martin Scorsese,"['Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto, Theresa Saldana, Mario Gallo, Frank Adonis, Joseph Bono']","['Classic Movies, Dramas, Sports Movies']","This gritty biopic of brutal boxer Jake LaMotta portrays a tormented soul rising to the top of his sport, only to be undone by his demons.",7.7,938
s5071,Movie,Rain Man,Barry Levinson,"['Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts, Ralph Seymour, Lucinda Jenney, Bonnie Hunt']","['Classic Movies, Dramas']","A fast-talking yuppie is forced to slow down when he meets the brother he never knew he had, an unusually gifted autistic savant named Raymond.",7.6,1709
s5077,Movie,Raising Victor Vargas,Peter Sollett,"['Victor Rasuk, Judy Marte, Melonie Diaz, Altagracia Guzman, Silvestre Rasuk, Krystal Rodriguez, Kevin Rivera, Wilfree Vasquez, Donna Maldonado']","['Dramas, Independent Movies, Romantic Movies']",A suave teen sets his sights on a girl who seems beyond his reach. But his game can't be confined to his tiny apartment and family's old-school values.,7.8,13
s5098,Movie,Rang De Basanti,Rakeysh Omprakash Mehra,"['Aamir Khan, Siddharth, Atul Kulkarni, Sharman Joshi, Kunal Kapoor, Alice Patten, Soha Ali Khan, Waheeda Rehman, Kiron Kher, Om Puri, Anupam Kher, Madhavan']","['Dramas, International Movies']",An idealistic English filmmaker casts a group of student actors in her docudrama about India's revolution against British rule in the 1920s.,7.2,97
s5099,Movie,Rango,Gore Verbinski,"['Johnny Depp, Isla Fisher, Abigail Breslin, Ned Beatty, Alfred Molina, Bill Nighy, Stephen Root, Harry Dean Stanton, Timothy Olyphant, Ray Winstone']","['Children & Family Movies, Comedies']","When he becomes lost in the desert, pet chameleon Rango pretends he's a tough guy and ends up sheriff of a corrupt and violent frontier town.",6.6,2051
s5107,Movie,Ravenous,Robin Aubert,"['Marc-André Grondin, Monia Chokri, Charlotte St-Martin, Brigitte Poupart, Marie-Ginette Guay, Micheline Lanctôt, Édouard Tremblay-Grenier, Luc Proulx, Didier Lucien, Robert Brouillette, Patrick Hivon']","['Horror Movies, International Movies']","As a zombie plague ravages their rural Quebec town, a scrappy band of survivors join forces to flee the infected hordes in this quiet thriller.",6.9,141
s5119,Movie,Real Steel,Shawn Levy,"['Hugh Jackman, Dakota Goyo, Evangeline Lilly, Anthony Mackie, Kevin Durand, Hope Davis, James Rebhorn, Karl Yune, Olga Fonda, John Gatins']","['Action & Adventure, Sci-Fi & Fantasy, Sports Movies']",A struggling fighter-turned-promoter reconnects with his estranged son to convert an old-generation robot into a mighty World Robot Boxing contender.,6.6,2692
s5122,Movie,Rebecca,Ben Wheatley,"['Lily James, Armie Hammer, Kristin Scott Thomas, Keeley Hawes, Ann Dowd, Sam Riley, Tom Goodman-Hill, Mark Lewis Jones, John Hollingworth, Bill Paterson']","['Dramas, Romantic Movies, Thrillers']","A young newlywed moves to her husband's imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife.",7.7,336
s5135,Movie,Red Dawn,John Milius,"['Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen, Darren Dalton, Jennifer Grey, Brad Savage, Doug Toby, Ben Johnson, Harry Dean Stanton']","['Action & Adventure, Cult Movies']",A group of teenagers witnesses Soviet and Cuban paratroopers descending on their small Colorado town and systematically setting off World War III.,6.4,215
s5159,Movie,Remember Me,Allen Coulter,"['Robert Pattinson, Emilie de Ravin, Chris Cooper, Lena Olin, Pierce Brosnan, Tate Ellington, Ruby Jerins, Gregory Jbara, Meghan Markle']","['Dramas, Romantic Movies']","Tyler's still feeling lost following the tragedy that's strained his relationship with his father when he meets Ally, a girl who understands his pain.",6.9,948
s5167,Movie,Resident Evil: Afterlife,Paul W.S. Anderson,"['Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts, Sergio Peris-Mencheta, Spencer Locke, Boris Kodjoe, Wentworth Miller']","['Action & Adventure, Horror Movies, Sci-Fi & Fantasy']","The Undead Apocalypse continues as super-soldier Alice finds her way to a supposed sanctuary in Los Angeles, which may just be a deadly trap.",5.8,1363
s5189,Movie,Revolutionary Road,Sam Mendes,"['Leonardo DiCaprio, Kate Winslet, Kathy Bates, Michael Shannon, Kathryn Hahn, David Harbour, Dylan Baker, Richard Easton, Zoe Kazan, Jay O. Sanders, Max Casella']","['Dramas, Romantic Movies']","April and Frank's marriage unravels when a plan to change their ""perfect"" lives becomes their last hope to escape lives engulfed in emptiness.",6.7,796
s5208,Movie,Righteous Kill,Jon Avnet,"['Robert De Niro, Al Pacino, 50 Cent, Carla Gugino, John Leguizamo, Donnie Wahlberg, Brian Dennehy, Trilby Glover']","['Dramas, Thrillers']","Two detectives investigate a rash of vigilante killings linked to an old case, suggesting they might have put an innocent man behind bars.",5.9,375
s5226,Movie,River's Edge,Isao Yukisada,"['Fumi Nikaido, Ryo Yoshizawa, Shuhei Uesugi, Sumire, Shiori Doi, Aoi Morikawa']","['Dramas, International Movies']","High schooler Haruna befriends loner Yamada, then is drawn into the tangled relationship between him, a model and the girl who loves him unreasonably.",6.7,59
s5228,Movie,Rize,David LaChapelle,"['Tommy the Clown, Tight Eyez']",['Documentaries'],"This documentary explores ""krumping,"" a fast-paced urban dance, and follows the man that originated the phenomenon in South Central Los Angeles.",5.9,13
s5245,Movie,Rocky,John G. Avildsen,"['Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Thayer David, Joe Spinell, Jimmy Gambina, Bill Baldwin']","['Action & Adventure, Classic Movies, Dramas']","Sylvester Stallone shot to fame as Rocky Balboa, an unknown fighter who's given a shot at fighting world champ Apollo Creed as a publicity stunt.",7.5,1791
s5275,Movie,Room,Lenny Abrahamson,"['Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, Tom McCamus, William H. Macy, Cas Anvar, Amanda Brugel, Wendy Crewson, Sandy McMaster']","['Dramas, Independent Movies']","Kidnapped, confined to a tiny room and raped, a young woman gives birth to a son. When he reaches his fifth birthday, she begins plotting an escape.",8.1,2757
s5286,Movie,Rosemary's Baby,Roman Polanski,"['Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy, Patsy Kelly, Elisha Cook Jr., Emmaline Henry, Charles Grodin']","['Classic Movies, Horror Movies, Thrillers']","A woman is thrilled to find out she's pregnant. But as her belly grows, the more certain she becomes that her unborn child is in serious danger.",7.5,863
s5289,Movie,Rounders,John Dahl,"['Matt Damon, Edward Norton, John Turturro, Gretchen Mol, Famke Janssen, John Malkovich, Martin Landau, Michael Rispoli, Josh Mostel, Tom Aldredge']",['Dramas'],"A law student befriends and ""befoes"" a fellow gambling addict and a club owner, and tensions run high when they must come up with $15k in just 5 days.",6.9,439
s5296,Movie,Rugrats in Paris: The Movie,"Stig Bergqvist, Paul Demeyer","['Elizabeth Daily, Tara Strong, Cheryl Chase, Christine Cavanaugh, Cree Summer, Kath Soucie, Michael Bell, Tress MacNeille, Casey Kasem, Joe Alaskey, Debbie Reynolds, Jack Riley, Susan Sarandon, John Lithgow']","['Children & Family Movies, Comedies']",The Rugrats take to the big screen and visit Paris when Mr. Pickles gets summoned to fix a giant robot at the EuroReptarland theme park.,6.0,100
s5299,Movie,Rumble in the Bronx,Stanley Tong,"['Jackie Chan, Anita Mui, Françoise Yip, Bill Tung, Marc Akerstream, Garvin Cross, Morgan Lam, Ailen Sit']","['Action & Adventure, Comedies, International Movies']","During a visit to the Bronx to help out at his uncle's store, a cheerful martial arts expert springs into action when a gang terrorizes the shop.",6.5,240
